BackgroundLayer_HSpeed,Horizontal Speed,水平速度,,Numeric textbox label for horizontal scroll speed
BackgroundLayer_HTile,Horizontal Tile,图块水平平铺,,Checkbox label for horizontal tiling
BackgroundLayer_NoBackground,<no background>,<无背景>,,no background selected caption for the background layer button
BackgroundLayer_PosX,X Offset,X偏移值,,Numeric textbox label for x pos offset
BackgroundLayer_PosY,Y Offset,Y偏移值,,numeric textbox label for y pos offset
BackgroundLayer_Stretch,Stretch,拉伸,,Checkbox label for stretch
BackgroundLayer_VSpeed,Vertical Speed,垂直速度,,Numeric textbox label for vertical scroll speed
BackgroundLayer_VTile,Vertical Tile,垂直平铺,,Checkbox label for vertical tiling
Breakpoints,Breakpoints,断点,,Breakpoints
Breakpoint_Delete,Delete Breakpoint,删除断点,,delete breakpoint menu option
Breakpoint_GotoCode,Go To Code,查看代码,,breakpoint show code menu option
Breakpoint_MenuToggle,Toggle Breakpoint,开/关断点,,toggle breakpoint menu option
Breakpoint_Help,"There are no breakpoints to display.\nTo place one, press F9 on the desired line in a code editor.",没有可显示断点.\n如果需要设置,,Breakpoint help text to be displayed when there are no breakpoints
Build_FailedCompile,ERROR: Project failed to compile: error code {0},错误:项目编译失败:错误代码 {0},,Error message when the project fails to compile
Build_FailedDeploy,ERROR: Project failed to deploy: error code {0},错误:项目部署失败.错误代码 {0},,Error message when the project fails to deploy
Build_FailedRun,ERROR: Project failed to run: error code {0},错误:项目运行失败:错误代码{0},,Error message when the project fails to run
Button_Add,Add,添加,,Add button
Button_Cancel,Cancel,取消,,cancel button
Button_Delete,Delete,删除,,Delete button
Button_Done,Done,完成,,Done button
Button_Import,Import,导入,,import button label
Button_Manage,Manage,管理,,Manage button
Button_No,No,否,,No
Button_OK,OK,确定,,ok button
Button_Rename,Rename,重命名,,Rename button
Button_Resize,Resize,调整大小,,resize button label
Button_Scale,Scale,缩放,,Image editor - scale button
Button_Yes,Yes,是,,Yes
Button_Next,Next,下一个,,next button label
Button_Create,Create,创建,,create button label
Button_Apply,Apply,应用,,apply button label
Button_Remove_All,Remove All,移除全部,,button label - remove all
Dialog_ResetLayout_Title,Reset Layout,重置布局,,Reset layout dialog title
Dialog_ResetLayout,Resetting the project layout will close any open resources. Are you sure you want to reset the layout?,重置项目布局将关闭所有打开的资源.确定要重置布局吗？,,Dialog message reset layout
Dialog_ResetLayout_ChoicePref,Automatic response to resetting the project layout,重置项目布局时进行默认选择,,Default reset layout dialog choice
Certificate_GenerateSucceeded,Successfully created certificate file: {0},成功创建证书文件: {0},,certificate create success
Certificate_GenerateFailed,Failed to create certificate file: {0},创建证书文件失败: {0},,certificate create failed
Certificate_FileAlreadyExists,Certificate file '{0}' already exists; please choose a new filename,证书文件 '{0}' 已经存在；请选项一个新的文件名,,certificate file exists
Certificate_RequiredFieldsMissing,Name and Password fields must be set,必须设定名称和密码字段,,create certificate missing fields
Certificate_FileMissing,Unable to find certificate file '{0}',找不到证书文件 '{0}',,certificate file missing
Certificate_Test_Title,Certificate Check,检测证书,,certificate test title
Certificate_PasswordFail,Password is NOT valid for certificate,证书密码无效,,certificate password fail
Certificate_PasswordOK,Password is valid for certificate,证书密码有效,,certificate password ok
CertProperties_Heading,Set .pem certificate file and password,设置.pem 证书文件和密码,,certificate properties heading
CertProperties_Heading2,(you can use an existing GameMaker:Studio marketplace certificate),(你可以使用已有的 GameMaker:Studio 市场证书),,certificate properties heading 2
CertProperties_CertificateFile,Certificate File:,证书文件:,,certificate file label
CertProperties_CertificatePassword,Certificate Password:,证书密码:,,certificate password label
CertProperties_Check,Check,检测,,certificate properties check certificate button label
CertProperties_CheckTooltip,Check that the password is valid for the selected certficate file,检测密码对于证书是否有效,,certificate properties check tooltip
CertProperties_CreateInfoLabel,"If you don't have a certificate, you can create one:",如果没有证书,,certificate properties create info
CertProperties_CreateNewCertificate,Create new certificate,创建新的证书,,certificate properties create new certificate button label
CertProperties_CreateCertificate,Create Certificate,创建证书,,certificate properties create certificate button label
CertProperties_EnterCertDetails,Enter new certificate details:,输入新的证书的详细信息︰,,certificate properties enter certificate details
CertProperties_PublisherName,Publisher Name:,发布者名称︰,,cert properties author name
CertProperties_CreatePublisherAccount,Create Publisher Account,创建发布者帐号,,create publisher account button label
CodeWindow_2Column,2 columns,2 列,,Document window layout menu option - 2columns
CodeWindow_3Column,3 columns,3 列,,Document window layout menu option - 3 columns
CodeWindow_Fullscreen,Fullscreen workspace tab,全屏工作区选项卡,,Document window layout menu option - fullscreen workspace tab
CodeWindow_Menu_Help,Keyword help,关键字帮助,,Code window help menu option
CodeWindow_Menu_ShowResource,Show resource,显示资源,,Code window show resource menu option
CodeWindow_SingleColumn,Single pane,单一面板,,Document window layout menu option - 1 column
CodeWindow_Title,Code,代码,,fullscreen code editor workspace tab title
CodeWindow_RestoreToWorkspace,Restore to Workspace,恢复到工作区,,code editor restore to workspace context menu option
CodeWindow_GotoObject,Go to Object,转到物体,,code editor go to object context menu option
CodeWindow_AddEvent,Add/Open Event,添加/打开事件,,code editor event script add event context menu option
CodeWindow_OpenInheritedEvent,Open Inherited Event,打开继承事件,,open inherited event context menu option
GotoLine_Title,Go To Line,转到行,,goto line dialog title
GotoLine_Label,Line Number ({0} - {1}),行号({0} - {1}),,goto line label
CompileErrors,Compile Errors,编译错误,,Compile Errors tab title
CompileErrors_NoErrors,There are no compile errors to show!,暂无编译错误,,No compile errors message
Configuration,Configuration,配置,,Configuration
Configuration_Select,Select Configuration,选择配置,,Window title for config select
Configurations,Configurations,配置,,Configurations
Configurations_Add,Add New Configuration,添加新的配置,,Add configuration window title
Configurations_Delete,Are you sure you want to delete configuration '{0}'?,确定要删除配置 '{0}'？,,Confirm for deleting a configuration
Configurations_Delete_OtherConfigs,Are you sure? Deleting configuration '{0}' will also delete the following configurations: '{1}'.,确定吗？删除配置 '{0}' 的同时也会删除下面的配置: '{1}'.,,Warning about deleting a configuration deleting child configs
Configurations_DeleteError,Cannot delete configuration '{0}',无法删除配置 '{0}',,Cannot delete a configuration error message
Configurations_DuplicateEntryError,Cannot duplicate existing configuration name,不能与现有的配置名称重复,,Configuration name cannot be duplicated error message
Configurations_InvalidLicenseError,Cannot create configurations with GameMaker Studio 2 Trial,无法使用GameMaker Studio 2试用版创建配置,,Cannot create configurations with the Trial version of GameMaker Studio 2 error message
Configurations_InvalidNameError,The configuration name '{0}' is not valid,配置名称 '{0}' 无效,,Configuration name provided is invalid
Configurations_Manage,Manage Configurations,管理配置,,Manage Configurations window title
Configurations_NameEmptyError,New configuration name cannot be empty,新配置名称不能为空,,Configuration name cannot be empty error message
Configurations_NewName,New Configuration Name,新的配置名称,,New configuration label
Configurations_Parent,Parent Configuration,父配置,,Choose parent configuration label
Configurations_Promote,Promote,提升,,Promotion of a config up the config hierarchy
Configurations_Rename,Rename Configuration,重命名配置,,Rename configuration
Configurations_RenameError,Cannot rename '{0}' configuration,无法重命名 '{0}' 配置,,Configuration name cannot be renamed error message
Configurations_ConfirmPromote,Are you sure? Promoting a configuration cannot be undone,确定吗？提升一个配置的操作不能撤消,,Confirm the user really wants to promote a config
ContextMenu_AddMenuEntry,Add Menu Entry,添加菜单项,,Context menu option to add a menu entry at the end of the context menu
ContextMenu_AddMenuEntryAfter,Add Menu Entry Below,在下方添加菜单项,,Context menu option to add a menu entry below the selected entry
ContextMenu_AddMenuEntryBefore,Add Menu Entry Above,在上方添加菜单项,,Context menu option to add a menu entry above the selected entry
ContextMenu_AddMenuSeparatorAfter,Add Menu Separator Below,在下方添加菜单分隔符,,Context menu option to add a separator below the selected entry
ContextMenu_AddMenuSeparatorBefore,Add Menu Separator Above,在上方添加菜单分隔符,,Context menu option to add a separator above the selected entry
ContextMenu_AddSubMenuEntry,Add Sub Menu Entry,添加子菜单项,,Context menu option to add a sub menu entry at the end of the context menu
ContextMenu_AddSubMenuEntryAfter,Add Sub Menu Entry Below,在下方添加子菜单项,,Context menu option to add a sub menu entry before the selected entry
ContextMenu_AddSubMenuEntryBefore,Add Sub Menu Entry Above,在上方添加子菜单,,Context menu option to add a sub menu entry after the selected entry
ContextMenu_MoveEntryDown,Move Menu Item Down,下移菜单项,,Context menu option to move a menu entry or separator down
ContextMenu_MoveEntryUp,Move Menu Item Up,上移菜单项,,Context menu option to move a menu entry or separator up
Dialog_AreYouSure,Are you sure?,您确定吗？,,"Generic ""Are you sure?"" dialog message"
Dialog_Confirm,Confirm,确认,,"Dialog ""confirm"" heading"
Dialog_DeleteEvent_Query,Are you sure you want to remove the event with all its actions?,确定要移除这个事件,,Delete event dialog confirmation query
Dialog_CutEvent_Query,Are you sure you want to cut the selected event?,确定要剪切选中的事件吗？,,Cut event dialog confirmation query
Dialog_DeleteEvent_Query_Multiple,Are you sure you want to remove {0} events with all their actions?,确定要移除 {0} 事件,,Delete multiple event dialog confirmation query
Dialog_DeleteFrame_Query,Delete the selected frames?,是否删除选中的帧？,,image editor delete frames confirm query
Dialog_PasteEvent_NotReady,The event is still being copied. Please try pasting again in a few seconds.,事件仍然被复制.请尝试在几秒钟内重新粘贴.,,Not ready to paste yet message
Dialog_DontShowAgain,Don't show this message again,此消息不再显示.,,Message next to checkbox to allow the user to choose not to see this popup in future
Dialog_Error,Error,错误,,error dialog title
Dialog_NotReady,Not Ready,没有准备好,,not ready dialog title
Dialog_Success,Success,成功,,success dialog title
Dialog_Invalid,Invalid,无效,,Dialog caption text for invalid input
Dialog_InvalidInput,Invalid input. Please provide the required information.,无效的输入.请提供所需信息.,,A dialog message for invalid input in dialogs
Dialog_SaveChangesToX,Save the changes to {0}?,保存更改到 {0}？,,Save changes to X query
Dialog_Warning,Warning,警告,,"Dialog ""Warning"" title"
DialogEditor_AddContextMenu,Add Context Menu,添加右键菜单项,,Context menu option to add a context menu to the selected gadget
DialogEditor_Cell,Grid Cell,网格单元格,,Layout Hierarchy heading for a grid cell group
DialogEditor_ChildGadgets,Child Gadgets,子级部件,,Layout Hierarchy heading for a child gadgets group
DialogEditor_ChildWindows,Child Windows,子窗口,,Layout Hierarchy heading for a child windows group
DialogEditor_ClearLayoutList,Clear List,清空列表,,Button label for clearing the open layout list
DialogEditor_Client,Client Panel,客户端面板,,Layout Heirarchy heading for a client panel (window or tab)
DialogEditor_ClippedGadget,Clip To Parent,按照父级裁剪,,context menu option for setting if a gadget is clipped within its parent or not
DialogEditor_ColourDialog,Colour Dialog,颜色对话框,,layout hierarchy label for a colour dialog window
DialogEditor_ColourSelected,Selected Colour Display,显示选中的颜色,,layout hierarchy label for the selected colour display
DialogEditor_ColumnSplitter,Grid Column Splitter,网格列分隔线,,Layout Heirarchy heading for a grid column splitter
DialogEditor_ColumnDockSplitter,Grid Column Dock Splitter,网格列层叠栏分割线线,,Layout Heirarchy heading for a grid column dock splitter
DialogEditor_RowDockSplitter,Grid Row Dock Splitter,网格行层叠栏分割线,,Layout Heirarchy heading for a grid row dock splitter
DialogEditor_GridSplitter,Grid Splitter,网格分割线,,gadget properties heading for a grid splitter
DialogEditor_DockSplitter,Grid Dock Splitter,网格层叠栏分割线,,gadget properties heading for a grid dock splitter
DialogEditor_ContextMenu,Context Menu,右键菜单,,Layout Heirarcy heading for a context menu
DialogEditor_CopyGadget,Copy Gadget,复制部件,,menu entry for copying a gadget to clipboard
DialogEditor_CutGadget,Cut Gadget,剪切部件,,menu entry for cutting a gadget to clipboard
DialogEditor_DeleteGadget,Delete Gadget,删除部件,,menu entry for deleting the currently highlighted gadget
DialogEditor_DeleteLayout,Delete Layout,删除布局,,Dialog editor delete layout menu entry
DialogEditor_DeleteLayout_AreYouSure,Are you sure you want to delete this layout?,确定要删除这个布局吗？,,Check the user really wants to delete the layout
DialogEditor_DuplicateLayoutName,Dialog Editor: Duplicate Layout Name,对话框编辑器:复制布局名称,,log prompt for user to indicate the layout name is already in use
DialogEditor_DuplicateStyleName,A duplicate of stylename '{0}' was found in\n'{1}'\nthe style will continue to be saved in\n'{2}',在\n'{1}'\n发现重复的样式名称'{0}'\n这个样式将继续保存在\n'{2}',,warning message that a duplicate of a style name was found but will be ignored
DialogEditor_Error,Error,错误,,dialog editor error box title
DialogEditor_FailedToOpenJSON,Dialog Editor: Failed to open .json file: '{0}',对话框编辑器: 打开.json 文件 '{0}'失败,,The .json file selected failed to load
DialogEditor_FileBrowse,Browse...,浏览...,,browse for filepath
DialogEditor_FileName,File name:,文件名:,,layout file name
DialogEditor_FlattenSubLayout,Flatten SubLayout,压平子布局,,Context menu/menu bar entry for flattening a sub layout within a layout hierarchy
DialogEditor_Gadgets,Gadgets,部件,,Layout Hierarchy heading for a gadgets group
DialogEditor_GUIBase,GUI Base,GUI基底,,gadget properties heading for properties coming from the GUIBase class
DialogEditor_GUIStyle,Style,样式,,Gadget properties heading for the guistyle class properties
DialogEditor_Hierarchy,Layout Hierarchy,布局层级,,the title for the layout hierarchy window
DialogEditor_HighlightedGadgetInfo,"relative position: ({0}px, {1}px) dimension: ({2}px, {3}px)","相对位置: ({0}px, {1}px) 尺寸: ({2}px, {3}px)",,display position and dimension of the currently highlighted gadget
DialogEditor_HSVTextEntry,HSV Input,HSV 输入,,layout hierarchy label for the HSV input boxes
DialogEditor_InvalidJSON,The style '{0}' is not a valid json primitive. Please amend or revert the style. No changes will be saved.,样式'{0}'不是有效的json primitive.请改正或修复样式.更改将不会被保存.,,Error message when the user attempts to save a broken json style
DialogEditor_LabelAndIconCollection,Name And Icon,名称和图标,,Gadget properties heading for the LabelAndIcon class properties
DialogEditor_Layout,Layout,布局,,Gadget properties heading for the basic layout properties group
DialogEditor_LayoutName,Layout name:,布局名称:,,layout name
DialogEditor_ListBoxItems,List Items,列表项,,The layout hierarchy label for the list items
DialogEditor_LoadLayoutXML,Load Layout File,载入布局文件,,Button prompt for loading a layout xml file
DialogEditor_MenuBarEntry,Menu Bar Entry,菜单栏项目,,layout hierarchy label for menubarentry gadget
DialogEditor_MenuEntry,Menu Entry,菜单项,,Layout Hierarchy heading for a menu entry
DialogEditor_NewLayout,New Layout,新布局,,Dialog editor new layout menu entry
DialogEditor_Node,Tree View Node,树形图节点,,Tree view node label in the gadget layout hierarchy
DialogEditor_NoJSONSelected,Dialog Editor: No JSON File Selected,对话框编辑器:没有选择JSON文件,,There was no .json file selected by the user
DialogEditor_NoLayoutSelected,Dialog Editor: No Layout Selected,对话框编辑器:没有选择的布局,,log prompt for user to indicate no layout was selected
DialogEditor_NoXMLSelected,Dialog Editor: No XML File Selected,对话框编辑器:没有选择的XML文件,,log prompt for user to indicate no xml file was selected
DialogEditor_OpenLayout,Open Layout,打开布局,,Dialog editor open layout menu entry
DialogEditor_OverridingStyleFile,The style name '{0}' is currently registered to\n'{2}'\nbut will now be saved to\n'{1}',样式名称 '{0}' 当前已经注册给\n'{2}'\n但是现在将保存到\n'{1}',,Message when the user overrides a styles save file 
DialogEditor_PasteGadget,Paste Gadget,粘贴部件,,menu entry for pasting a gadget from clipboard
DialogEditor_Properties,Gadget Layout Properties,部件的布局属性,,the title for the layout properties window
DialogEditor_RadioGroup,Radio Button Group,单选按钮组,,Layout hierarchy display name for radio button group
DialogEditor_ReloadImages,Reload Images,重新载入图片,,menu bar entry for reloading all images in the dialog editor
DialogEditor_RemoveTestLayout,Remove Active Test Layouts,移除激活的测试布局,,Menu option to remove any active test layout windows from the dialog editor
DialogEditor_RevertAllStyles,Revert All Styles To Last Save,将所有样式还原为最后一次保存的样式,,Revert the all the currently open styles to version on disk
DialogEditor_RevertAllStylesToOriginal,Revert All Styles To Original State,还原所有样式为最初的状态,,Revert the all the currently open styles to version of unmodified file on disk
DialogEditor_RevertStyle,Revert Style To Last Save,还原为上次保存的样式,,Revert the currently active style to version on disk
DialogEditor_RevertStyleToOriginal,Revert Style To Original State,还原最初的样式,,Revert the currently active style to version of unmodified file on disk
DialogEditor_RGBATextEntry,RGBA Input,RGBA 输入,,layout hierarchy label for the RGBA input boxes
DialogEditor_RowSplitter,Grid Row Splitter,网格行分隔线,,Layout Heirarchy heading for a grid row splitter
DialogEditor_SaveAllStyles,Save All Styles,保存所有样式,,Menu option to save all open styles to file
DialogEditor_SaveAsLayout,Save Layout As...,布局另存为……,,Dialog editor save as layout menu entry
DialogEditor_SaveFailed,Dialog Editor: Save failed due to error: {0} - {1},对话框编辑器:由于错误而保存失败:{0} - {1},,lop propmt for user to indicate the save failed
DialogEditor_SaveLayout,Save Layout,保存布局,,Dialog editor save layout menu entry
DialogEditor_SaveStyle,Save Style,保存样式,,Menu option to save a style to file
DialogEditor_SaveStyleAs,Save Style As...,样式另存为...,,Menu option to save a style to a different file or with a different name
DialogEditor_ScrollPanel,Scroll Panel,滚动面板,,layout hierarchy display name for scroll panel
DialogEditor_SelectContextMenu,Edit Context Menu,编辑右键菜单,,Context menu option to select the context menu for the selected gadget so it can be edited
DialogEditor_SelectSaveFile,Select the file to save the style to. If the file doesn't already contain the style definition it will search all files within its folder.\nUse 'Save Style As...' to explicitly override save file,选择要保存样式的文件:如果这个文件中不包含样式定义,,Information about selecting a save file. Informs the user that if the file they have chosen doesn't already include the stylename it will search for the file that does inside the parent folder
DialogEditor_StyleEditor,Style Editor,样式编辑器,,the title for the style editor window
DialogEditor_StyleName,Style name:,样式名称:,,style name
DialogEditor_StyleNotFound,The style wasn't found in this folder. It will append to the selected file unless an alternative is selected.,文件夹中没有发现样式文件.如果没有选择替代项,,Warning message that the style wasnt' found so it will be appended to the end of the given style instead
DialogEditor_SubMenuEntry,Sub Menu Entry,子菜单项,,Layout hierarchy label for a sub menu entry
DialogEditor_TabControl,Tab Control Panel,选项卡控件面板,,Gadget toolbox display name for tab control
DialogEditor_TabItem,Tab,选项卡,,Layout Heirarchy heading for a tab
DialogEditor_TestLayout,Test Layout,测试用布局,,Dialog editor test layout menu entry
DialogEditor_Title,Dialog Editor,对话框编辑器,,title for the dialog editor window
DialogEditor_Toolbox,Gadget Toolbox,部件工具栏,,title for the gadget toolbox window
DialogEditor_TreeViewNode,TreeViewNode,树形视图节点,,Dialog editor TreeViewNode
DialogEditor_Warning,Warning,警告,,warning message box title
Edit_Menu_FindResource,Find Resource,查找资源,,"Edit menu ""FindResource"""
Edit_Menu_Redo,Redo,重做,,Redo menu entry
Edit_Menu_Search,Search & Replace,查找和替换,,"Edit menu ""Search & Replace"""
Edit_Menu_Undo,Undo,撤消,,Undo menu entry
Error_AnimBlendClone,{0} does not implement ICloneable,{0} 没有实现ICloneable接口,,Any class that is used in the animation system must implement ICloneable
Error_CursorManagerDuplicateName,Attempting to add a cursor using image {1} with duplicated id {0} please assign a different name,尝试添加存在重复id {0}的图片{1}作为光标.请指定一个不同的名称.,,Multiple cursors have been added with the same reference name
Error_CursorManagerFailedLoad,Attempted to load cursor {1} but received error '{0}',尝试载入光标{1} ,,File load failed for cursor image
Error_CursorManagerLoadingInfoMissing,Attempting to load cursor {0} but can't find loading info,尝试载入光标{0},,The loading callback for a cursor can't find the loading hotspot info
Error_GadgetToolboxFailedLoad,Attempted to load gadget toolbox info but received error '{0}' - '{1}',尝试载入小工具的工具栏信息,,Failed to load the gadget toolbox list
Error_GadgetToolboxInvalidGadget,Attempted to add gadget '{0}' to toolbox but it isn't registered with the layout manager ,尝试添加一个小工具 '{0}' 到工具栏中,,Invalid gadget specified in gadget toolbox list
Error_GlobalInputBinding,You can not bind global inputs to a function that takes paramaters.,你不能绑定一个全局输入至一个带参数的函数上.,,Plugins can not use the global autobinding if the bound function takes a paramater
Error_Cursors,Cursor Error,光标错误,,Cursor error warning title
Error_GridColumnIndexInvalid,Attempting to access invalid column index {0} for grid with {1} columns,尝试访问无效的列索引 {0},,Attempted to access an invalid column index
Error_GridRowIndexInvalid,Attempting to access invalid row index {0} for grid with {1} rows,尝试访问无效的行索引 {0},,Attempted to access an invalid row index
Error_GUILayout_AnchorRequiresParentPos,"A parent reliant anchor (bottom or right) has been set with no parent gadget, try setting the dimension instead",一个父依赖锚点 (底部或右部) 已被设置为没有父部件,,Attempted to use an bottom or right anchor when there is no parent gadget to base the position upon
Error_GUILayout_DimensionAndBothAnchors,"A dimension input has been set along with both the associated anchors, the dimension input will be ignored",大小已经设置与关联的锚点一致,,"Both the dimension and the associated anchors have been set (for instance width, top and bottom) the dimension will be calculated from the anchors not the dimension input"
Error_GUILayout_FailedCalculatePosition,"Cannot calculate actual position of gadget, too few anchors and/or dimensions are set",不能计算出小工具的实际位置,,Gadget requires at least one anchor or the dimension to be set for each direction
Error_GUILayout_PercentageRequiresParentDimension,"An anchor or dimension has been set to percentage with no parent gadget, try using pixel instead",锚点或者尺寸被设置为父小工具的百分比,,Attempted to use percentage style values when there is no parent gadget to base it upon
Error_GUILayout_ScaleToFitRequiresParent,"The scale to fit option has been selected on a gadget with no parent, try removing the scale to fit option",适应选项的缩放设置选择的是适应一个没有父部件的小部件,,Scale to fit has been requested but it can only be calculated if you have a parent to scale within
Error_InvalidRefCount,Object has been released too many times,对象释放次数过多.,,releasing an object so ref<0
Error_LayoutManagerFailedLoad,Attempted to load layout file but received error '{0}' - '{1}',尝试加载布局文件,,Failed to load a layout file
Error_MemoryFree,Trying to free invalid memory block,尝试释放无效的内存块,,Trying to free an unallocated block of memory
Error_PrimBuilder1,PrimitiveBuilder out of vertex space in {0},图元构建器在顶点空间之外,,Out of vertex space in while building primitives
Error_PrimBuilder2,"PrimitiveBuilder was not called finished correctly, you MUST call End()",图元构建器没有正确的调用完成,,You MUST call builder.End() when finished with a prim builder
Error_PrimBuilder3,Can not add more vertices to a finished  PrimitiveBuilder.,不能在已经完成的图元构建器里添加更多的顶点.,,You have tried to add more vertices to a Primitive builder that you've already called End() on.
Error_ProjectLoadFailure,Project load failed. Unable to load {0},项目加载失败.无法加载 {0},,Project load failure
Error_ResourceManagerDuplicateID,Attempting to add controller of type {0} with id {2} but there is already a controller of type {1} registered with that id,试图添加类型{0} id为 {2}的控制器,,Attempting to add a controller with the same id as a different controller that is already registered
Error_StyleNotFound,"Can not set requested style, not found",无法设置请求的样式,,Trying to set a style when it hasn't been loaded/found
Error_WeakDelegateException,"Exception in {0},{1} :    {2}","在 {0},{1}中的例外 : {2}",,Thrown on a weak delegate exception
Error_VertexFormat,Vertex Format is sealed.,顶点格式被封闭.,,Trying to add a vertex element to a vertex format that has already been ended
Error_WeakDelegateArgument,Method '{1}' on object '{0}' failed because {2},方法 '{1}' 在对象 '{0}' 中的失败是因为 {2},,Attempting to invoke a method from within a weak delegate with incorrect arguments
Error_WeakDelegateParameterCount,Method '{1}' on object '{0}' failed due to mismatching parameter count,方法 '{1}' 在对象 '{0}' 中的失败是不匹配的参数计算.,,Attempting to invoke a method from within a weak delegate with incorrect parameter count
Event_Alarm,Alarm,计时器,,Alarm event name
Event_AlarmN,Alarm {0},计时器 {0},,Key Event Alarm N
Event_Async_AudioPlayback,Async - Audio Playback,异步 - 音频回放,,Asynchronous event subtype
Event_Async_AudioRecording,Async - Audio Recording,异步 - 录音,,Asynchronous event subtype
Event_Async_Cloud,Async - Cloud,异步 - 云端,,Asynchronous event subtype
Event_Async_Dialog,Async - Dialog,异步 - 对话框,,Asynchronous event subtype
Event_Async_HTTP,Async - HTTP,异步 - HTTP,,Asynchronous event subtype
Event_Async_IAP,Async - In-App Purchase,异步 - 应用内购,,Asynchronous event subtype
Event_Async_ImageLoaded,Async - Image Loaded,异步 - 加载图片,,Asynchronous event subtype
Event_Async_Networking,Async - Networking,异步 - 联网,,Asynchronous event subtype
Event_Async_PushNotification,Async - Push Notification,异步 - 推送通知,,Asynchronous event subtype
Event_Async_SaveLoad,Async - Save/Load,异步 - 保存/载入,,Asynchronous event subtype
Event_Async_Social,Async - Social,异步 - 社交,,Asynchronous event subtype
Event_Async_Steam,Async - Steam,异步 - Steam,,Asynchronous event subtype
Event_Async_SystemEvent,Async - System,异步 - 系统,,Asynchronous event subtype
Event_Asynchronous,Asynchronous,异步,,Asynchronous event name
Event_Collision,Collision,碰撞,,Collision event name
Event_Create,Create,创建,,Create event name
Event_Destroy,Destroy,销毁,,Destroy event name
Event_CleanUp,Clean Up,清除,,Clean Up event name
Event_Draw,Draw,绘制,,Draw event name
Event_Draw_Draw,Draw,绘制,,Draw event subtype
Event_Draw_DrawBegin,Draw Begin,绘制开始,,Draw event subtype
Event_Draw_DrawEnd,Draw End,绘制结束,,Draw event subtype
Event_Draw_DrawGUI,Draw GUI,绘制GUI,,Draw event subtype
Event_Draw_DrawGUIBegin,Draw GUI Begin,绘制GUI开始,,Draw event subtype
Event_Draw_DrawGUIEnd,Draw GUI End,绘制GUI结束,,Draw event subtype
Event_Draw_PostDraw,Post-Draw,绘制后处理,,Draw event subtype
Event_Draw_PreDraw,Pre-Draw,绘制预处理,,Draw event subtype
Event_Draw_Resize,Window Resize,窗口大小调整,,Draw event subtype
Event_Key_Alt,Alt,换挡（Alt）,,Key event subtype
Event_Key_AnyKey,Any,任意键,,Key event subtype
Event_Key_Backspace,Backspace,退格（Backspace）,,"Key event ""others"" subtype"
Event_Key_Ctrl,Control,控制（Ctrl）,,Key event subtype
Event_Key_Delete,Delete,删除,,"Key event ""others"" subtype"
Event_Key_DigitN,{0},{0},,event key digit N
Event_Key_Digits,Digits,数字,,Key event subtype
Event_Key_Down,Down,↓,,Key event subtype
Event_Key_End,End,End键,,"Key event ""others"" subtype"
Event_Key_Enter,Enter,回车（Enter）,,Key event subtype
Event_Key_Escape,Escape,退出（Esc）,,"Key event ""others"" subtype"
Event_Key_FunctionKeys,Function Keys,功能键（F1..F12）,,Key event subtype
Event_Key_Home,Home,Home键,,"Key event ""others"" subtype"
