_Language,English,English,,Language name - in English
GMStdIfMouseUp_Story_2,"If mouse button ${button} is released on ${applyto}","If mouse button ${button} is released on ${applyto}",,dnd story text
GMStdIfMouseUp_Story_3,"If mouse button ${button} is not released","If mouse button ${button} is not released",,dnd story text
GMStdIfMouseUp_Story_4,"If mouse button ${button} is not released on ${applyto}","If mouse button ${button} is not released on ${applyto}",,dnd story text
GMStdIfKeyPressed_Story_1,"If ${key} is pressed","If ${key} is pressed",,dnd story text
GMStdIfKeyPressed_Story_2,"If ${key} is pressed on ${applyto}","If ${key} is pressed on ${applyto}",,dnd story text
GMStdIfKeyPressed_Story_3,"If ${key} is not pressed","If ${key} is not pressed",,dnd story text
GMStdIfKeyPressed_Story_4,"If ${key} is not pressed on ${applyto}","If ${key} is not pressed on ${applyto}",,dnd story text
GMStdIfKeyDown_Story_1,"If ${key} is down","If ${key} is down",,dnd story text
GMStdIfKeyDown_Story_2,"If ${key} is down on ${applyto}","If ${key} is down on ${applyto}",,dnd story text
GMStdIfKeyDown_Story_3,"If ${key} is not down","If ${key} is not down",,dnd story text
